Kundennummer;12345678;;
Kundenname;Mustermann Max;;
ZP-Nummer;AT0070000XXXX10000000000000XXXXXX;;
Beginn;27.03.2024;;
Ende;01.05.2024;;
Energierichtung;Verbrauch gemessen;;
;;;
;;;
Datum;Zeit;kWh;Status
16.04.2024;10:00:00;0,301;Der Wert ist gültig
16.04.2024;10:15:00;0,723;Der Wert ist gültig
16.04.2024;10:30:00;0,564;Der Wert ist gültig
16.04.2024;10:45:00;0,728;Der Wert ist gültig
16.04.2024;11:00:00;0,769;Der Wert ist gültig
16.04.2024;11:15:00;0,375;Der Wert ist gültig
16.04.2024;11:30:00;0,388;Der Wert ist gültig
16.04.2024;11:45:00;0,586;Der Wert ist gültig
16.04.2024;12:00:00;0,815;Der Wert ist gültig
16.04.2024;12:15:00;0,327;Der Wert ist gültig
16.04.2024;12:30:00;0,136;Der Wert ist gültig
16.04.2024;12:45:00;0,09;Der Wert ist gültig
16.04.2024;13:00:00;0,106;Der Wert ist gültig
16.04.2024;13:15:00;0,595;Der Wert ist gültig
16.04.2024;13:30:00;0,406;Der Wert ist gültig
16.04.2024;13:45:00;0,276;Der Wert ist gültig
16.04.2024;14:00:00;0,486;Der Wert ist gültig
16.04.2024;14:15:00;0,147;Der Wert ist gültig
16.04.2024;14:30:00;0,168;Der Wert ist gültig
16.04.2024;14:45:00;0,245;Der Wert ist gültig
16.04.2024;15:00:00;0,247;Der Wert ist gültig
16.04.2024;15:15:00;0,214;Der Wert ist gültig
16.04.2024;15:30:00;0,155;Der Wert ist gültig
16.04.2024;15:45:00;0,177;Der Wert ist gültig
16.04.2024;16:00:00;0,143;Der Wert ist gültig
16.04.2024;16:15:00;0,137;Der Wert ist gültig
16.04.2024;16:30:00;0,142;Der Wert ist gültig
16.04.2024;16:45:00;0,168;Der Wert ist gültig
16.04.2024;17:00:00;0,149;Der Wert ist gültig
16.04.2024;17:15:00;0,15;Der Wert ist gültig
16.04.2024;17:30:00;0,133;Der Wert ist gültig
16.04.2024;17:45:00;0,149;Der Wert ist gültig
16.04.2024;18:00:00;0,173;Der Wert ist gültig
16.04.2024;18:15:00;0,106;Der Wert ist gültig
16.04.2024;18:30:00;0,065;Der Wert ist gültig
16.04.2024;18:45:00;0,074;Der Wert ist gültig
16.04.2024;19:00:00;0,077;Der Wert ist gültig
16.04.2024;19:15:00;0,105;Der Wert ist gültig
16.04.2024;19:30:00;0,091;Der Wert ist gültig
16.04.2024;19:45:00;0,148;Der Wert ist gültig
16.04.2024;20:00:00;0,125;Der Wert ist gültig
16.04.2024;20:15:00;0,122;Der Wert ist gültig
16.04.2024;20:30:00;0,095;Der Wert ist gültig
16.04.2024;20:45:00;0,135;Der Wert ist gültig
16.04.2024;21:00:00;0,108;Der Wert ist gültig
16.04.2024;21:15:00;0,105;Der Wert ist gültig
16.04.2024;21:30:00;0,525;Der Wert ist gültig
16.04.2024;21:45:00;0,46;Der Wert ist gültig
16.04.2024;22:00:00;0,446;Der Wert ist gültig
16.04.2024;22:15:00;0,452;Der Wert ist gültig
16.04.2024;22:30:00;0,127;Der Wert ist gültig
16.04.2024;22:45:00;0,063;Der Wert ist gültig
16.04.2024;23:00:00;0,067;Der Wert ist gültig
16.04.2024;23:15:00;0,057;Der Wert ist gültig
16.04.2024;23:30:00;0,058;Der Wert ist gültig
16.04.2024;23:45:00;0,054;Der Wert ist gültig
17.04.2024;00:00:00;0,047;Der Wert ist gültig
17.04.2024;00:15:00;0,055;Der Wert ist gültig
17.04.2024;00:30:00;0,058;Der Wert ist gültig
17.04.2024;00:45:00;0,057;Der Wert ist gültig
17.04.2024;01:00:00;0,052;Der Wert ist gültig
17.04.2024;01:15:00;0,029;Der Wert ist gültig
17.04.2024;01:30:00;0,056;Der Wert ist gültig
17.04.2024;01:45:00;0,055;Der Wert ist gültig
17.04.2024;02:00:00;0,056;Der Wert ist gültig
17.04.2024;02:15:00;0,041;Der Wert ist gültig
17.04.2024;02:30:00;0,043;Der Wert ist gültig
17.04.2024;02:45:00;0,05;Der Wert ist gültig
17.04.2024;03:00:00;0,045;Der Wert ist gültig
17.04.2024;03:15:00;0,041;Der Wert ist gültig
17.04.2024;03:30:00;0,04;Der Wert ist gültig
17.04.2024;03:45:00;0,031;Der Wert ist gültig
17.04.2024;04:00:00;0,046;Der Wert ist gültig
17.04.2024;04:15:00;0,048;Der Wert ist gültig
17.04.2024;04:30:00;0,049;Der Wert ist gültig
17.04.2024;04:45:00;0,056;Der Wert ist gültig
17.04.2024;05:00:00;0,035;Der Wert ist gültig
17.04.2024;05:15:00;0,032;Der Wert ist gültig
17.04.2024;05:30:00;0,099;Der Wert ist gültig
17.04.2024;05:45:00;0,2;Der Wert ist gültig
17.04.2024;06:00:00;0,271;Der Wert ist gültig
17.04.2024;06:15:00;0,312;Der Wert ist gültig
17.04.2024;06:30:00;0,439;Der Wert ist gültig
17.04.2024;06:45:00;0,365;Der Wert ist gültig
17.04.2024;07:00:00;0,329;Der Wert ist gültig
17.04.2024;07:15:00;0,291;Der Wert ist gültig
17.04.2024;07:30:00;0,275;Der Wert ist gültig
17.04.2024;07:45:00;0,265;Der Wert ist gültig
17.04.2024;08:00:00;0,235;Der Wert ist gültig
17.04.2024;08:15:00;0,235;Der Wert ist gültig
17.04.2024;08:30:00;0,232;Der Wert ist gültig
17.04.2024;08:45:00;0,224;Der Wert ist gültig
17.04.2024;09:00:00;0,209;Der Wert ist gültig
17.04.2024;09:15:00;0,211;Der Wert ist gültig
17.04.2024;09:30:00;0,194;Der Wert ist gültig
17.04.2024;09:45:00;0,195;Der Wert ist gültig
17.04.2024;10:00:00;0,193;Der Wert ist gültig
17.04.2024;10:15:00;0,189;Der Wert ist gültig
17.04.2024;10:30:00;0,194;Der Wert ist gültig
17.04.2024;10:45:00;0,194;Der Wert ist gültig
17.04.2024;11:00:00;0,177;Der Wert ist gültig
17.04.2024;11:15:00;0,178;Der Wert ist gültig
17.04.2024;11:30:00;0,175;Der Wert ist gültig
17.04.2024;11:45:00;0,165;Der Wert ist gültig
17.04.2024;12:00:00;0,177;Der Wert ist gültig
17.04.2024;12:15:00;0,173;Der Wert ist gültig
17.04.2024;12:30:00;0,162;Der Wert ist gültig
17.04.2024;12:45:00;0,177;Der Wert ist gültig
17.04.2024;13:00:00;0,158;Der Wert ist gültig
17.04.2024;13:15:00;0,153;Der Wert ist gültig
17.04.2024;13:30:00;0,151;Der Wert ist gültig
17.04.2024;13:45:00;0,162;Der Wert ist gültig
17.04.2024;14:00:00;0,176;Der Wert ist gültig
17.04.2024;14:15:00;0,212;Der Wert ist gültig
17.04.2024;14:30:00;0,171;Der Wert ist gültig
17.04.2024;14:45:00;0,16;Der Wert ist gültig
17.04.2024;15:00:00;0,169;Der Wert ist gültig
17.04.2024;15:15:00;0,152;Der Wert ist gültig
17.04.2024;15:30:00;0,15;Der Wert ist gültig
17.04.2024;15:45:00;0,143;Der Wert ist gültig
17.04.2024;16:00:00;0,148;Der Wert ist gültig
17.04.2024;16:15:00;0,152;Der Wert ist gültig
17.04.2024;16:30:00;0,154;Der Wert ist gültig
17.04.2024;16:45:00;0,153;Der Wert ist gültig
17.04.2024;17:00:00;0,141;Der Wert ist gültig
17.04.2024;17:15:00;0,141;Der Wert ist gültig
17.04.2024;17:30:00;0,14;Der Wert ist gültig
17.04.2024;17:45:00;0,136;Der Wert ist gültig
17.04.2024;18:00:00;0,173;Der Wert ist gültig
17.04.2024;18:15:00;0,648;Der Wert ist gültig
17.04.2024;18:30:00;0,166;Der Wert ist gültig
17.04.2024;18:45:00;0,434;Der Wert ist gültig
17.04.2024;19:00:00;0,619;Der Wert ist gültig
17.04.2024;19:15:00;0,528;Der Wert ist gültig
17.04.2024;19:30:00;0,255;Der Wert ist gültig
17.04.2024;19:45:00;0,247;Der Wert ist gültig
17.04.2024;20:00:00;0,245;Der Wert ist gültig
17.04.2024;20:15:00;0,244;Der Wert ist gültig
17.04.2024;20:30:00;0,224;Der Wert ist gültig
17.04.2024;20:45:00;0,229;Der Wert ist gültig
17.04.2024;21:00:00;0,203;Der Wert ist gültig
17.04.2024;21:15:00;0,208;Der Wert ist gültig
17.04.2024;21:30:00;0,251;Der Wert ist gültig
17.04.2024;21:45:00;0,214;Der Wert ist gültig
17.04.2024;22:00:00;0,191;Der Wert ist gültig
17.04.2024;22:15:00;0,199;Der Wert ist gültig
17.04.2024;22:30:00;0,197;Der Wert ist gültig
17.04.2024;22:45:00;0,208;Der Wert ist gültig
17.04.2024;23:00:00;0,213;Der Wert ist gültig
17.04.2024;23:15:00;0,202;Der Wert ist gültig
17.04.2024;23:30:00;0,202;Der Wert ist gültig
17.04.2024;23:45:00;0,303;Der Wert ist gültig
18.04.2024;00:00:00;0,373;Der Wert ist gültig
18.04.2024;00:15:00;0,172;Der Wert ist gültig
18.04.2024;00:30:00;0,168;Der Wert ist gültig
18.04.2024;00:45:00;0,174;Der Wert ist gültig
18.04.2024;01:00:00;0,313;Der Wert ist gültig
18.04.2024;01:15:00;0,169;Der Wert ist gültig
18.04.2024;01:30:00;0,177;Der Wert ist gültig
18.04.2024;01:45:00;0,159;Der Wert ist gültig
18.04.2024;02:00:00;0,152;Der Wert ist gültig
18.04.2024;02:15:00;0,152;Der Wert ist gültig
18.04.2024;02:30:00;0,163;Der Wert ist gültig
18.04.2024;02:45:00;0,157;Der Wert ist gültig
18.04.2024;03:00:00;0,17;Der Wert ist gültig
18.04.2024;03:15:00;0,163;Der Wert ist gültig
18.04.2024;03:30:00;0,149;Der Wert ist gültig
18.04.2024;03:45:00;0,159;Der Wert ist gültig
18.04.2024;04:00:00;0,155;Der Wert ist gültig
18.04.2024;04:15:00;0,153;Der Wert ist gültig
18.04.2024;04:30:00;0,168;Der Wert ist gültig
18.04.2024;04:45:00;0,16;Der Wert ist gültig
18.04.2024;05:00:00;0,169;Der Wert ist gültig
18.04.2024;05:15:00;0,15;Der Wert ist gültig
18.04.2024;05:30:00;0,156;Der Wert ist gültig
18.04.2024;05:45:00;0,155;Der Wert ist gültig
18.04.2024;06:00:00;0,217;Der Wert ist gültig
18.04.2024;06:15:00;0,415;Der Wert ist gültig
18.04.2024;06:30:00;0,537;Der Wert ist gültig
18.04.2024;06:45:00;0,462;Der Wert ist gültig
18.04.2024;07:00:00;0,412;Der Wert ist gültig
18.04.2024;07:15:00;0,079;Der Wert ist gültig
18.04.2024;07:30:00;0,081;Der Wert ist gültig
18.04.2024;07:45:00;0,171;Der Wert ist gültig
18.04.2024;08:00:00;0,167;Der Wert ist gültig
18.04.2024;08:15:00;0,17;Der Wert ist gültig
18.04.2024;08:30:00;0,175;Der Wert ist gültig
18.04.2024;08:45:00;0,174;Der Wert ist gültig
18.04.2024;09:00:00;0,182;Der Wert ist gültig
18.04.2024;09:15:00;0,164;Der Wert ist gültig
18.04.2024;09:30:00;0,251;Der Wert ist gültig
18.04.2024;09:45:00;0,276;Der Wert ist gültig
18.04.2024;10:00:00;0,23;Der Wert ist gültig
18.04.2024;10:15:00;0,244;Der Wert ist gültig
18.04.2024;10:30:00;0,183;Der Wert ist gültig
18.04.2024;10:45:00;0,161;Der Wert ist gültig
18.04.2024;11:00:00;0,586;Der Wert ist gültig
18.04.2024;11:15:00;0,633;Der Wert ist gültig
18.04.2024;11:30:00;0,321;Der Wert ist gültig
18.04.2024;11:45:00;0,128;Der Wert ist gültig
18.04.2024;12:00:00;0,157;Der Wert ist gültig
18.04.2024;12:15:00;0,665;Der Wert ist gültig
18.04.2024;12:30:00;0,674;Der Wert ist gültig
18.04.2024;12:45:00;0,188;Der Wert ist gültig
18.04.2024;13:00:00;0,583;Der Wert ist gültig
18.04.2024;13:15:00;0,195;Der Wert ist gültig
18.04.2024;13:30:00;0,153;Der Wert ist gültig
18.04.2024;13:45:00;0,192;Der Wert ist gültig
18.04.2024;14:00:00;0,145;Der Wert ist gültig
18.04.2024;14:15:00;0,13;Der Wert ist gültig
18.04.2024;14:30:00;0,129;Der Wert ist gültig
18.04.2024;14:45:00;0,125;Der Wert ist gültig
18.04.2024;15:00:00;0,126;Der Wert ist gültig
18.04.2024;15:15:00;0,123;Der Wert ist gültig
18.04.2024;15:30:00;0,141;Der Wert ist gültig
18.04.2024;15:45:00;0,138;Der Wert ist gültig
18.04.2024;16:00:00;0,138;Der Wert ist gültig
18.04.2024;16:15:00;0,124;Der Wert ist gültig
18.04.2024;16:30:00;0,117;Der Wert ist gültig
18.04.2024;16:45:00;0,127;Der Wert ist gültig
18.04.2024;17:00:00;0,13;Der Wert ist gültig
18.04.2024;17:15:00;0,139;Der Wert ist gültig
18.04.2024;17:30:00;0,134;Der Wert ist gültig
18.04.2024;17:45:00;0,141;Der Wert ist gültig
18.04.2024;18:00:00;0,132;Der Wert ist gültig
18.04.2024;18:15:00;0,135;Der Wert ist gültig
18.04.2024;18:30:00;0,156;Der Wert ist gültig
18.04.2024;18:45:00;0,172;Der Wert ist gültig
18.04.2024;19:00:00;0,153;Der Wert ist gültig
18.04.2024;19:15:00;0,297;Der Wert ist gültig
18.04.2024;19:30:00;0,401;Der Wert ist gültig
18.04.2024;19:45:00;0,357;Der Wert ist gültig
18.04.2024;20:00:00;0,193;Der Wert ist gültig
18.04.2024;20:15:00;0,185;Der Wert ist gültig
18.04.2024;20:30:00;0,176;Der Wert ist gültig
18.04.2024;20:45:00;0,195;Der Wert ist gültig
18.04.2024;21:00:00;0,219;Der Wert ist gültig
18.04.2024;21:15:00;0,246;Der Wert ist gültig
18.04.2024;21:30:00;0,226;Der Wert ist gültig
18.04.2024;21:45:00;0,185;Der Wert ist gültig
18.04.2024;22:00:00;0,217;Der Wert ist gültig
18.04.2024;22:15:00;0,269;Der Wert ist gültig
18.04.2024;22:30:00;0,261;Der Wert ist gültig
18.04.2024;22:45:00;0,21;Der Wert ist gültig
18.04.2024;23:00:00;0,187;Der Wert ist gültig
18.04.2024;23:15:00;0,162;Der Wert ist gültig
18.04.2024;23:30:00;0,17;Der Wert ist gültig
18.04.2024;23:45:00;0,176;Der Wert ist gültig
19.04.2024;00:00:00;0,186;Der Wert ist gültig
19.04.2024;00:15:00;0,203;Der Wert ist gültig
19.04.2024;00:30:00;0,18;Der Wert ist gültig
19.04.2024;00:45:00;0,182;Der Wert ist gültig
19.04.2024;01:00:00;0,186;Der Wert ist gültig
19.04.2024;01:15:00;0,243;Der Wert ist gültig
19.04.2024;01:30:00;0,368;Der Wert ist gültig
19.04.2024;01:45:00;0,402;Der Wert ist gültig
19.04.2024;02:00:00;0,431;Der Wert ist gültig
19.04.2024;02:15:00;0,286;Der Wert ist gültig
19.04.2024;02:30:00;0,062;Der Wert ist gültig
19.04.2024;02:45:00;0,067;Der Wert ist gültig
19.04.2024;03:00:00;0,197;Der Wert ist gültig
19.04.2024;03:15:00;0,202;Der Wert ist gültig
19.04.2024;03:30:00;0,193;Der Wert ist gültig
19.04.2024;03:45:00;0,188;Der Wert ist gültig
19.04.2024;04:00:00;0,19;Der Wert ist gültig
19.04.2024;04:15:00;0,193;Der Wert ist gültig
19.04.2024;04:30:00;0,199;Der Wert ist gültig
19.04.2024;04:45:00;0,193;Der Wert ist gültig
19.04.2024;05:00:00;0,191;Der Wert ist gültig
19.04.2024;05:15:00;0,188;Der Wert ist gültig
19.04.2024;05:30:00;0,191;Der Wert ist gültig
19.04.2024;05:45:00;0,195;Der Wert ist gültig
19.04.2024;06:00:00;0,191;Der Wert ist gültig
19.04.2024;06:15:00;0,223;Der Wert ist gültig
19.04.2024;06:30:00;0,288;Der Wert ist gültig
19.04.2024;06:45:00;0,262;Der Wert ist gültig
19.04.2024;07:00:00;0,217;Der Wert ist gültig
19.04.2024;07:15:00;0,265;Der Wert ist gültig
19.04.2024;07:30:00;0,258;Der Wert ist gültig
19.04.2024;07:45:00;0,224;Der Wert ist gültig
19.04.2024;08:00:00;0,224;Der Wert ist gültig
19.04.2024;08:15:00;0,223;Der Wert ist gültig
19.04.2024;08:30:00;0,193;Der Wert ist gültig
19.04.2024;08:45:00;0,179;Der Wert ist gültig
19.04.2024;09:00:00;0,168;Der Wert ist gültig
19.04.2024;09:15:00;0,161;Der Wert ist gültig
19.04.2024;09:30:00;0,159;Der Wert ist gültig
19.04.2024;09:45:00;0,162;Der Wert ist gültig
19.04.2024;10:00:00;0,167;Der Wert ist gültig
19.04.2024;10:15:00;0,156;Der Wert ist gültig
19.04.2024;10:30:00;0,148;Der Wert ist gültig
19.04.2024;10:45:00;0,178;Der Wert ist gültig
19.04.2024;11:00:00;0,214;Der Wert ist gültig
19.04.2024;11:15:00;0,666;Der Wert ist gültig
19.04.2024;11:30:00;0,436;Der Wert ist gültig
19.04.2024;11:45:00;0,393;Der Wert ist gültig
19.04.2024;12:00:00;0,318;Der Wert ist gültig
19.04.2024;12:15:00;0,263;Der Wert ist gültig
19.04.2024;12:30:00;0,187;Der Wert ist gültig
19.04.2024;12:45:00;0,272;Der Wert ist gültig
19.04.2024;13:00:00;0,171;Der Wert ist gültig
19.04.2024;13:15:00;0,191;Der Wert ist gültig
19.04.2024;13:30:00;0,578;Der Wert ist gültig
19.04.2024;13:45:00;0,202;Der Wert ist gültig
19.04.2024;14:00:00;0,202;Der Wert ist gültig
19.04.2024;14:15:00;0,195;Der Wert ist gültig
19.04.2024;14:30:00;0,323;Der Wert ist gültig
19.04.2024;14:45:00;0,192;Der Wert ist gültig
19.04.2024;15:00:00;0,193;Der Wert ist gültig
19.04.2024;15:15:00;0,185;Der Wert ist gültig
19.04.2024;15:30:00;0,18;Der Wert ist gültig
19.04.2024;15:45:00;0,167;Der Wert ist gültig
19.04.2024;16:00:00;0,156;Der Wert ist gültig
19.04.2024;16:15:00;0,174;Der Wert ist gültig
19.04.2024;16:30:00;0,186;Der Wert ist gültig
19.04.2024;16:45:00;0,169;Der Wert ist gültig
19.04.2024;17:00:00;0,189;Der Wert ist gültig
19.04.2024;17:15:00;0,151;Der Wert ist gültig
19.04.2024;17:30:00;0,142;Der Wert ist gültig
19.04.2024;17:45:00;0,206;Der Wert ist gültig
19.04.2024;18:00:00;0,211;Der Wert ist gültig
19.04.2024;18:15:00;0,173;Der Wert ist gültig
19.04.2024;18:30:00;0,19;Der Wert ist gültig
19.04.2024;18:45:00;0,187;Der Wert ist gültig
19.04.2024;19:00:00;0,188;Der Wert ist gültig
19.04.2024;19:15:00;0,17;Der Wert ist gültig
19.04.2024;19:30:00;0,198;Der Wert ist gültig
19.04.2024;19:45:00;0,224;Der Wert ist gültig
19.04.2024;20:00:00;0,218;Der Wert ist gültig
19.04.2024;20:15:00;0,238;Der Wert ist gültig
19.04.2024;20:30:00;0,229;Der Wert ist gültig
19.04.2024;20:45:00;0,241;Der Wert ist gültig
19.04.2024;21:00:00;0,244;Der Wert ist gültig
19.04.2024;21:15:00;0,232;Der Wert ist gültig
19.04.2024;21:30:00;0,245;Der Wert ist gültig
19.04.2024;21:45:00;0,229;Der Wert ist gültig
19.04.2024;22:00:00;0,214;Der Wert ist gültig
19.04.2024;22:15:00;0,229;Der Wert ist gültig
19.04.2024;22:30:00;0,218;Der Wert ist gültig
19.04.2024;22:45:00;0,192;Der Wert ist gültig
19.04.2024;23:00:00;0,183;Der Wert ist gültig
19.04.2024;23:15:00;0,538;Der Wert ist gültig
19.04.2024;23:30:00;0,189;Der Wert ist gültig
19.04.2024;23:45:00;0,165;Der Wert ist gültig
20.04.2024;00:00:00;0,166;Der Wert ist gültig
20.04.2024;00:15:00;0,263;Der Wert ist gültig
20.04.2024;00:30:00;0,188;Der Wert ist gültig
20.04.2024;00:45:00;0,157;Der Wert ist gültig
20.04.2024;01:00:00;0,155;Der Wert ist gültig
20.04.2024;01:15:00;0,159;Der Wert ist gültig
20.04.2024;01:30:00;0,153;Der Wert ist gültig
20.04.2024;01:45:00;0,155;Der Wert ist gültig
20.04.2024;02:00:00;0,158;Der Wert ist gültig
20.04.2024;02:15:00;0,163;Der Wert ist gültig
20.04.2024;02:30:00;0,164;Der Wert ist gültig
20.04.2024;02:45:00;0,161;Der Wert ist gültig
20.04.2024;03:00:00;0,161;Der Wert ist gültig
20.04.2024;03:15:00;0,165;Der Wert ist gültig
20.04.2024;03:30:00;0,169;Der Wert ist gültig
20.04.2024;03:45:00;0,168;Der Wert ist gültig
20.04.2024;04:00:00;0,171;Der Wert ist gültig
20.04.2024;04:15:00;0,168;Der Wert ist gültig
20.04.2024;04:30:00;0,166;Der Wert ist gültig
20.04.2024;04:45:00;0,173;Der Wert ist gültig
20.04.2024;05:00:00;0,171;Der Wert ist gültig
20.04.2024;05:15:00;0,178;Der Wert ist gültig
20.04.2024;05:30:00;0,175;Der Wert ist gültig
20.04.2024;05:45:00;0,171;Der Wert ist gültig
20.04.2024;06:00:00;0,174;Der Wert ist gültig
20.04.2024;06:15:00;0,174;Der Wert ist gültig
20.04.2024;06:30:00;0,178;Der Wert ist gültig
20.04.2024;06:45:00;0,214;Der Wert ist gültig
20.04.2024;07:00:00;0,234;Der Wert ist gültig
20.04.2024;07:15:00;0,278;Der Wert ist gültig
20.04.2024;07:30:00;0,806;Der Wert ist gültig
20.04.2024;07:45:00;0,527;Der Wert ist gültig
20.04.2024;08:00:00;0,488;Der Wert ist gültig
20.04.2024;08:15:00;0,488;Der Wert ist gültig
20.04.2024;08:30:00;0,234;Der Wert ist gültig
20.04.2024;08:45:00;0,109;Der Wert ist gültig
20.04.2024;09:00:00;0,14;Der Wert ist gültig
20.04.2024;09:15:00;0,28;Der Wert ist gültig
20.04.2024;09:30:00;0,196;Der Wert ist gültig
20.04.2024;09:45:00;0,23;Der Wert ist gültig
20.04.2024;10:00:00;0,151;Der Wert ist gültig
20.04.2024;10:15:00;0,145;Der Wert ist gültig
20.04.2024;10:30:00;0,148;Der Wert ist gültig
20.04.2024;10:45:00;0,152;Der Wert ist gültig
20.04.2024;11:00:00;0,348;Der Wert ist gültig
20.04.2024;11:15:00;0,85;Der Wert ist gültig
20.04.2024;11:30:00;0,576;Der Wert ist gültig
20.04.2024;11:45:00;0,419;Der Wert ist gültig
20.04.2024;12:00:00;0,179;Der Wert ist gültig
20.04.2024;12:15:00;0,152;Der Wert ist gültig
20.04.2024;12:30:00;0,171;Der Wert ist gültig
20.04.2024;12:45:00;0,523;Der Wert ist gültig
20.04.2024;13:00:00;0,6;Der Wert ist gültig
20.04.2024;13:15:00;0,193;Der Wert ist gültig
20.04.2024;13:30:00;0,436;Der Wert ist gültig
20.04.2024;13:45:00;0,308;Der Wert ist gültig
20.04.2024;14:00:00;0,196;Der Wert ist gültig
20.04.2024;14:15:00;0,2;Der Wert ist gültig
20.04.2024;14:30:00;0,187;Der Wert ist gültig
20.04.2024;14:45:00;0,17;Der Wert ist gültig
20.04.2024;15:00:00;0,152;Der Wert ist gültig
20.04.2024;15:15:00;0,179;Der Wert ist gültig
20.04.2024;15:30:00;0,13;Der Wert ist gültig
20.04.2024;15:45:00;0,133;Der Wert ist gültig
20.04.2024;16:00:00;0,138;Der Wert ist gültig
20.04.2024;16:15:00;0,168;Der Wert ist gültig
20.04.2024;16:30:00;0,133;Der Wert ist gültig
20.04.2024;16:45:00;0,126;Der Wert ist gültig
20.04.2024;17:00:00;0,136;Der Wert ist gültig
20.04.2024;17:15:00;0,14;Der Wert ist gültig
20.04.2024;17:30:00;0,134;Der Wert ist gültig
20.04.2024;17:45:00;0,128;Der Wert ist gültig
20.04.2024;18:00:00;0,143;Der Wert ist gültig
20.04.2024;18:15:00;0,138;Der Wert ist gültig
20.04.2024;18:30:00;0,132;Der Wert ist gültig
20.04.2024;18:45:00;0,179;Der Wert ist gültig
20.04.2024;19:00:00;0,395;Der Wert ist gültig
20.04.2024;19:15:00;0,46;Der Wert ist gültig
20.04.2024;19:30:00;0,538;Der Wert ist gültig
20.04.2024;19:45:00;0,338;Der Wert ist gültig
20.04.2024;20:00:00;0,373;Der Wert ist gültig
20.04.2024;20:15:00;0,302;Der Wert ist gültig
20.04.2024;20:30:00;0,471;Der Wert ist gültig
20.04.2024;20:45:00;0,508;Der Wert ist gültig
20.04.2024;21:00:00;0,535;Der Wert ist gültig
20.04.2024;21:15:00;0,191;Der Wert ist gültig
20.04.2024;21:30:00;0,154;Der Wert ist gültig
20.04.2024;21:45:00;0,209;Der Wert ist gültig
20.04.2024;22:00:00;0,228;Der Wert ist gültig
20.04.2024;22:15:00;0,248;Der Wert ist gültig
20.04.2024;22:30:00;0,619;Der Wert ist gültig
20.04.2024;22:45:00;0,581;Der Wert ist gültig
20.04.2024;23:00:00;0,243;Der Wert ist gültig
20.04.2024;23:15:00;0,463;Der Wert ist gültig
20.04.2024;23:30:00;0,366;Der Wert ist gültig
20.04.2024;23:45:00;0,242;Der Wert ist gültig
21.04.2024;00:00:00;0,238;Der Wert ist gültig
21.04.2024;00:15:00;0,205;Der Wert ist gültig
21.04.2024;00:30:00;0,166;Der Wert ist gültig
21.04.2024;00:45:00;0,161;Der Wert ist gültig
21.04.2024;01:00:00;0,161;Der Wert ist gültig
21.04.2024;01:15:00;0,198;Der Wert ist gültig
21.04.2024;01:30:00;0,168;Der Wert ist gültig
21.04.2024;01:45:00;0,166;Der Wert ist gültig
21.04.2024;02:00:00;0,162;Der Wert ist gültig
21.04.2024;02:15:00;0,166;Der Wert ist gültig
21.04.2024;02:30:00;0,163;Der Wert ist gültig
21.04.2024;02:45:00;0,162;Der Wert ist gültig
21.04.2024;03:00:00;0,158;Der Wert ist gültig
21.04.2024;03:15:00;0,155;Der Wert ist gültig
21.04.2024;03:30:00;0,159;Der Wert ist gültig
21.04.2024;03:45:00;0,161;Der Wert ist gültig
21.04.2024;04:00:00;0,167;Der Wert ist gültig
21.04.2024;04:15:00;0,165;Der Wert ist gültig
21.04.2024;04:30:00;0,161;Der Wert ist gültig
21.04.2024;04:45:00;0,159;Der Wert ist gültig
21.04.2024;05:00:00;0,162;Der Wert ist gültig
21.04.2024;05:15:00;0,161;Der Wert ist gültig
21.04.2024;05:30:00;0,171;Der Wert ist gültig
21.04.2024;05:45:00;0,169;Der Wert ist gültig
21.04.2024;06:00:00;0,153;Der Wert ist gültig
21.04.2024;06:15:00;0,163;Der Wert ist gültig
21.04.2024;06:30:00;0,171;Der Wert ist gültig
21.04.2024;06:45:00;0,158;Der Wert ist gültig
21.04.2024;07:00:00;0,149;Der Wert ist gültig
21.04.2024;07:15:00;0,142;Der Wert ist gültig
21.04.2024;07:30:00;0,134;Der Wert ist gültig
21.04.2024;07:45:00;0,13;Der Wert ist gültig
21.04.2024;08:00:00;0,142;Der Wert ist gültig
21.04.2024;08:15:00;0,148;Der Wert ist gültig
21.04.2024;08:30:00;0,152;Der Wert ist gültig
21.04.2024;08:45:00;0,159;Der Wert ist gültig
21.04.2024;09:00:00;0,16;Der Wert ist gültig
21.04.2024;09:15:00;0,146;Der Wert ist gültig
21.04.2024;09:30:00;0,318;Der Wert ist gültig
21.04.2024;09:45:00;0,421;Der Wert ist gültig
21.04.2024;10:00:00;0,163;Der Wert ist gültig
21.04.2024;10:15:00;0,138;Der Wert ist gültig
21.04.2024;10:30:00;0,139;Der Wert ist gültig
21.04.2024;10:45:00;0,134;Der Wert ist gültig
21.04.2024;11:00:00;0,136;Der Wert ist gültig
21.04.2024;11:15:00;0,236;Der Wert ist gültig
21.04.2024;11:30:00;0,156;Der Wert ist gültig
21.04.2024;11:45:00;0,152;Der Wert ist gültig
21.04.2024;12:00:00;0,153;Der Wert ist gültig
21.04.2024;12:15:00;0,156;Der Wert ist gültig
21.04.2024;12:30:00;0,132;Der Wert ist gültig
21.04.2024;12:45:00;0,138;Der Wert ist gültig
21.04.2024;13:00:00;0,15;Der Wert ist gültig
21.04.2024;13:15:00;0,158;Der Wert ist gültig
21.04.2024;13:30:00;0,158;Der Wert ist gültig
